ottol_name.id,ottol_name.uid,ottol_name.parent_uid,ottol_name.accepted_uid,ottol_name.preottol_taxid,ottol_name.preottol_parent_taxid,ottol_name.preottol_source,ottol_name.preottol_source_taxid,ottol_name.ncbi_taxid,ottol_name.gbif_taxid,ottol_name.namebank_taxid,ottol_name.treebase_taxid,ottol_name.name,ottol_name.unique_name,ottol_name.rank,ottol_name.comments,ottol_name.mtime
1913903,<NULL>,<NULL>,<NULL>,100589765,100371554,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Metalasia albescens,Metalasia albescens,species,<NULL>,2012-10-22 18:13:12
1918508,<NULL>,<NULL>,<NULL>,100407503,100202753,U4,22-5162,61536,<NULL>,<NULL>,<NULL>,Encalypta,Encalypta (genus; in subtribe Liarina),genus,<NULL>,2013-03-14 13:14:05
1923189,<NULL>,<NULL>,<NULL>,100155572,101014510,U4,3-23314,<NULL>,<NULL>,<NULL>,<NULL>,Acostia,Acostia,genus,<NULL>,2012-10-22 18:13:12
1925196,<NULL>,<NULL>,<NULL>,101046058,101014510,U4,3-23302,49317,<NULL>,<NULL>,<NULL>,Triticosecale,Triticosecale,genus,<NULL>,2012-12-03 14:38:01
1925212,<NULL>,<NULL>,<NULL>,101046059,101014510,U4,3-25035,<NULL>,<NULL>,<NULL>,<NULL>,Trilobachne,Trilobachne,genus,<NULL>,2012-10-22 18:13:12
1930002,<NULL>,<NULL>,<NULL>,100862917,101750873,U4,3-76883016,<NULL>,<NULL>,<NULL>,<NULL>,Lecythis praeclara,Lecythis praeclara,species,<NULL>,2012-10-22 18:13:12
1936158,<NULL>,<NULL>,<NULL>,100018764,100018763,U4,3-64393016,<NULL>,<NULL>,<NULL>,<NULL>,Calamintha arkansana,Calamintha arkansana,species,<NULL>,2012-10-22 18:13:12
1937241,<NULL>,<NULL>,<NULL>,100618219,101363185,NCBI,337427,<NULL>,<NULL>,<NULL>,<NULL>,Fellaster zealandiae,Fellaster zealandiae,species,<NULL>,2012-10-22 18:13:12
1941676,<NULL>,<NULL>,<NULL>,101268645,100353008,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Chlorochytrium lemnae,Chlorochytrium lemnae,species,<NULL>,2012-10-22 18:13:12
1942878,<NULL>,<NULL>,<NULL>,101111217,101489561,U4,44-714,<NULL>,<NULL>,<NULL>,<NULL>,Buchnera,Buchnera (genus; in family Enterobacteriaceae),genus,<NULL>,2012-10-22 13:34:26
1946217,<NULL>,<NULL>,<NULL>,100635133,100617742,U4,4553,<NULL>,<NULL>,<NULL>,<NULL>,Pulvinaria,Pulvinaria,genus,<NULL>,2012-10-22 18:13:12
1949709,<NULL>,<NULL>,<NULL>,100420812,100121338,U4,3-71131016,<NULL>,<NULL>,<NULL>,<NULL>,Allophylus peruvianus,Allophylus peruvianus,species,<NULL>,2012-10-22 18:13:12
1950385,<NULL>,<NULL>,<NULL>,102027545,100994827,NCBI,96662,<NULL>,<NULL>,<NULL>,<NULL>,Rhabditoides regina,Rhabditoides regina,species,<NULL>,2012-10-22 18:13:12
1950753,<NULL>,<NULL>,<NULL>,100243642,100204041,U4,3-42737016,<NULL>,<NULL>,<NULL>,<NULL>,Hyptis sinuata,Hyptis sinuata,species,<NULL>,2012-10-22 18:13:12
1955657,<NULL>,<NULL>,<NULL>,100976767,101042916,NCBI,172885,<NULL>,<NULL>,<NULL>,<NULL>,Platyphora spectabilis,Platyphora spectabilis,species,<NULL>,2012-10-22 18:13:12
1956280,<NULL>,<NULL>,<NULL>,100267842,101236694,NCBI,311549,<NULL>,<NULL>,<NULL>,<NULL>,Catabrosella variegata,Catabrosella variegata,species,<NULL>,2012-10-22 18:13:12
1957067,<NULL>,<NULL>,<NULL>,101299178,100869236,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Homalodisca liturata,Homalodisca liturata,species,<NULL>,2012-10-22 18:13:12
1957896,<NULL>,<NULL>,<NULL>,101849107,101191615,U4,5-25799,<NULL>,<NULL>,<NULL>,<NULL>,Diascia,Diascia (genus; in family Noctuidae),genus,<NULL>,2012-10-22 14:10:55
1961414,<NULL>,<NULL>,<NULL>,101985731,101014510,U4,3-23780,<NULL>,<NULL>,<NULL>,<NULL>,Cyclostachya,Cyclostachya,genus,<NULL>,2012-10-22 18:13:12
1961602,<NULL>,<NULL>,<NULL>,100148167,100148166,U4,20-6608,<NULL>,<NULL>,<NULL>,<NULL>,Callicarpa,Callicarpa (genus; in family Plumulariidae),genus,<NULL>,2012-10-22 13:34:27
1966805,<NULL>,<NULL>,<NULL>,100601577,100601576,U4,60-654,160061,<NULL>,<NULL>,<NULL>,Ricinus,Ricinus (genus; in family Ricinidae),genus,<NULL>,2012-12-07 12:23:04
1968966,<NULL>,<NULL>,<NULL>,102160262,102136799,IRMNG,IRMid1288716,<NULL>,<NULL>,<NULL>,<NULL>,Platecarpus,Platecarpus,genus,<NULL>,2012-10-22 18:13:12
1973428,<NULL>,<NULL>,<NULL>,102161464,102140221,IRMNG,IRMid1364898,<NULL>,<NULL>,<NULL>,<NULL>,Pontosaurus,Pontosaurus,genus,<NULL>,2012-10-22 18:13:12
1973887,<NULL>,<NULL>,<NULL>,100866203,101750995,U4,5-12927,38715,<NULL>,<NULL>,<NULL>,Olyra,Olyra (genus; in family Lasiocampidae),genus,<NULL>,2012-12-03 14:38:01
1977730,<NULL>,<NULL>,<NULL>,101527632,100829837,NCBI,399504,<NULL>,<NULL>,<NULL>,<NULL>,Potamogeton intortusifolius,Potamogeton intortusifolius,species,<NULL>,2012-10-22 18:13:12
1978549,<NULL>,<NULL>,<NULL>,100501425,100371554,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Metalasia cymbifolia,Metalasia cymbifolia,species,<NULL>,2012-10-22 18:13:12
1981809,<NULL>,<NULL>,<NULL>,100946070,101567012,U4,3-83789016,<NULL>,<NULL>,<NULL>,<NULL>,Rhipsalis pittieri,Rhipsalis pittieri,species,<NULL>,2012-10-22 18:13:12
1982956,<NULL>,<NULL>,<NULL>,102156841,102135295,IRMNG,IRMid1060538,<NULL>,<NULL>,<NULL>,<NULL>,Lesothosaurus,Lesothosaurus,genus,<NULL>,2012-10-22 18:13:12
1983414,<NULL>,<NULL>,<NULL>,100929843,101014510,U4,3-24767,<NULL>,<NULL>,<NULL>,<NULL>,Rhizocephalus,Rhizocephalus,genus,<NULL>,2012-10-22 18:13:12
1983416,<NULL>,<NULL>,<NULL>,100929841,101014510,U4,3-24769,59789,<NULL>,<NULL>,<NULL>,Rhynchelytrum,Rhynchelytrum,genus,<NULL>,2012-12-03 14:38:01
1983418,<NULL>,<NULL>,<NULL>,100929847,101014510,U4,3-24775,<NULL>,<NULL>,<NULL>,<NULL>,Robynsiochloa,Robynsiochloa,genus,<NULL>,2012-10-22 18:13:12
1983419,<NULL>,<NULL>,<NULL>,100929844,101014510,U4,3-24768,<NULL>,<NULL>,<NULL>,<NULL>,Rhomboelytrum,Rhomboelytrum,genus,<NULL>,2012-10-22 18:13:12
1983962,<NULL>,<NULL>,<NULL>,101625546,101014510,U4,3-24119,<NULL>,<NULL>,<NULL>,<NULL>,Hainardia,Hainardia,genus,<NULL>,2012-10-22 18:13:12
1988405,<NULL>,<NULL>,<NULL>,100600119,101014510,U4,3-23929,375995,<NULL>,<NULL>,<NULL>,Echinopogon,Echinopogon,genus,<NULL>,2012-12-03 14:38:02
1988427,<NULL>,<NULL>,<NULL>,101953668,101247973,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Senecio miser,Senecio miser,species,<NULL>,2012-10-22 18:13:12
1988441,<NULL>,<NULL>,<NULL>,101954365,100330162,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Periballia involucrata,Periballia involucrata,species,<NULL>,2012-10-22 18:13:12
1988723,<NULL>,<NULL>,<NULL>,100066735,101014510,U4,3-24393,<NULL>,<NULL>,<NULL>,<NULL>,Microbriza,Microbriza,genus,<NULL>,2012-10-22 18:13:12
1991852,<NULL>,<NULL>,<NULL>,100845065,101364186,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Luciliocline santanica,Luciliocline santanica,species,<NULL>,2012-10-22 18:13:12
1993887,<NULL>,<NULL>,<NULL>,102000806,101014510,U4,3-24962,35709,<NULL>,<NULL>,<NULL>,Swallenochloa,Swallenochloa,genus,<NULL>,2012-12-03 14:38:01
1994642,<NULL>,<NULL>,<NULL>,101177761,101177760,U4,3-142469016,<NULL>,<NULL>,<NULL>,<NULL>,Coursetia caribaea tomentosa,Coursetia caribaea tomentosa,subspecies,<NULL>,2012-10-22 18:13:12
1995303,<NULL>,<NULL>,<NULL>,101653516,101278663,U4,6-1766,106678,<NULL>,<NULL>,<NULL>,Gouania,Gouania (genus; in family Gobiesocidae),genus,<NULL>,2013-02-20 13:49:28
2000334,<NULL>,<NULL>,<NULL>,101987600,101042916,NCBI,172889,<NULL>,<NULL>,<NULL>,<NULL>,Platyphora haroldi,Platyphora haroldi,species,<NULL>,2012-10-22 18:13:12
2001686,<NULL>,<NULL>,<NULL>,101122432,100744328,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Marphysa mossambica,Marphysa mossambica,species,<NULL>,2012-10-22 18:13:12
2001861,<NULL>,<NULL>,<NULL>,101557788,102055306,U4,3-57588016,<NULL>,<NULL>,<NULL>,<NULL>,Spirotheca trilobata,Spirotheca trilobata,species,<NULL>,2012-10-22 18:13:12
2008903,<NULL>,<NULL>,<NULL>,101296901,101737079,NCBI,301076,<NULL>,<NULL>,<NULL>,<NULL>,Cneorane cariosipennis,Cneorane cariosipennis,species,<NULL>,2012-10-22 18:13:12
2012001,<NULL>,<NULL>,<NULL>,100769274,100769275,U4,3-153753016,<NULL>,<NULL>,<NULL>,<NULL>,Polanisia dodecandra trachysperma,Polanisia dodecandra trachysperma,subspecies,<NULL>,2012-10-22 18:13:12
2013979,<NULL>,<NULL>,<NULL>,100842965,101191615,U4,5-28356,345911,<NULL>,<NULL>,<NULL>,Polypogon,Polypogon (genus; in family Noctuidae),genus,<NULL>,2012-12-03 14:38:01
2016718,<NULL>,<NULL>,<NULL>,101054008,101327673,IRMNG,10753918,<NULL>,<NULL>,<NULL>,<NULL>,Panops nigripes,Panops nigripes,species,<NULL>,2012-10-22 18:13:12
2018616,<NULL>,<NULL>,<NULL>,100827575,100969850,U4,3-152551016,281500,<NULL>,<NULL>,<NULL>,Phacelia crenulata ambigua,Phacelia crenulata ambigua,subspecies,<NULL>,2012-12-31 13:07:43
2018982,<NULL>,<NULL>,<NULL>,101040547,101014510,U4,3-23933,<NULL>,<NULL>,<NULL>,<NULL>,Ectrosiopsis,Ectrosiopsis,genus,<NULL>,2012-10-22 18:13:12
2018986,<NULL>,<NULL>,<NULL>,101040543,101014510,U4,3-23920,<NULL>,<NULL>,<NULL>,<NULL>,Eccoptocarpha,Eccoptocarpha,genus,<NULL>,2012-10-22 18:13:12
2025112,<NULL>,<NULL>,<NULL>,101561857,101561862,U4,322787,<NULL>,<NULL>,<NULL>,<NULL>,Rhodotorula acheniorum,Rhodotorula acheniorum,species,<NULL>,2012-10-22 18:13:12
2029206,<NULL>,<NULL>,<NULL>,101933320,100371554,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Metalasia seriphiifolia,Metalasia seriphiifolia,species,<NULL>,2012-10-22 18:13:12
2033286,<NULL>,<NULL>,<NULL>,100791555,100204041,U4,3-113039016,<NULL>,<NULL>,<NULL>,<NULL>,Hyptis ammotropha,Hyptis ammotropha,species,<NULL>,2012-10-22 18:13:12
2039129,<NULL>,<NULL>,<NULL>,101454358,101174811,U4,6-3260,4711,<NULL>,<NULL>,<NULL>,Calamus,Calamus (genus; in family Sparidae),genus,<NULL>,2012-11-30 10:04:38
2039416,<NULL>,<NULL>,<NULL>,100087248,100151118,IRMNG,1058077,<NULL>,<NULL>,<NULL>,<NULL>,Speotyto,Speotyto,genus,<NULL>,2012-10-22 18:13:12
2041806,<NULL>,<NULL>,<NULL>,100322758,101561862,U4,489309,<NULL>,<NULL>,<NULL>,<NULL>,Rhodotorula benthica,Rhodotorula benthica,species,<NULL>,2012-10-22 18:13:12
2042848,<NULL>,<NULL>,<NULL>,101803521,100180222,NCBI,332566,<NULL>,<NULL>,<NULL>,<NULL>,Reticulitermes okanaganensis,Reticulitermes okanaganensis,species,<NULL>,2012-10-22 18:13:12
2043291,<NULL>,<NULL>,<NULL>,100584316,101185280,U4,3-103027016,<NULL>,<NULL>,<NULL>,<NULL>,Trichipteris procera,Trichipteris procera,species,<NULL>,2012-10-22 18:13:12
2045689,<NULL>,<NULL>,<NULL>,101963503,101561862,NCBI,106009,<NULL>,<NULL>,<NULL>,<NULL>,Rhodotorula hordea,Rhodotorula hordea,species,<NULL>,2012-10-22 18:13:12
2047676,<NULL>,<NULL>,<NULL>,101750314,101259270,U4,7-3136,<NULL>,<NULL>,<NULL>,<NULL>,Hubbardia,Hubbardia (genus; in subfamily Hubbardiinae),genus,<NULL>,2012-10-22 13:36:20
2047856,<NULL>,<NULL>,<NULL>,101776402,101776397,U4,3-148987016,<NULL>,<NULL>,<NULL>,<NULL>,Lindsaea stricta jamesoniiformis,Lindsaea stricta jamesoniiformis,subspecies,<NULL>,2012-10-22 18:13:12
2048287,<NULL>,<NULL>,<NULL>,100483324,100994827,NCBI,96653,<NULL>,<NULL>,<NULL>,<NULL>,Rhabditoides inermiformis,Rhabditoides inermiformis,species,<NULL>,2012-10-22 18:13:12
2048648,<NULL>,<NULL>,<NULL>,100638427,101042916,NCBI,172871,<NULL>,<NULL>,<NULL>,<NULL>,Platyphora petulans,Platyphora petulans,species,<NULL>,2012-10-22 18:13:12
2049789,<NULL>,<NULL>,<NULL>,100833779,100833780,U4,15-9230,<NULL>,<NULL>,<NULL>,<NULL>,Herrerasaurus,Herrerasaurus,genus,<NULL>,2012-10-22 18:13:12
2050456,<NULL>,<NULL>,<NULL>,100594312,100314020,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Augeneriella basifurcata,Augeneriella basifurcata,species,<NULL>,2012-10-22 18:13:12
2051536,<NULL>,<NULL>,<NULL>,100707927,100132607,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Myrmecia israeliensis,Myrmecia israeliensis,species,<NULL>,2012-10-22 18:13:12
2052861,<NULL>,<NULL>,<NULL>,100044301,100234007,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Pseudofabriciola filamentosa,Pseudofabriciola filamentosa,species,<NULL>,2012-10-22 18:13:12
2055090,<NULL>,<NULL>,<NULL>,101102290,100289269,NCBI,399619,<NULL>,<NULL>,<NULL>,<NULL>,Nepenthes burkei,Nepenthes burkei,species,<NULL>,2012-10-22 18:13:12
2058552,<NULL>,<NULL>,<NULL>,102019222,100078099,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Belloa kunthiana,Belloa kunthiana,species,<NULL>,2012-10-22 18:13:12
2058897,<NULL>,<NULL>,<NULL>,101406356,101312039,U4,506071,187261,<NULL>,<NULL>,<NULL>,Melanconis desmazierii,Melanconis desmazierii,species,<NULL>,2013-01-15 14:02:20
2061198,<NULL>,<NULL>,<NULL>,101246688,101865849,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Ichthyosaura alpestris,Ichthyosaura alpestris,species,<NULL>,2012-10-22 18:13:12
2062178,<NULL>,<NULL>,<NULL>,101999354,101343828,U4,3-109884016,<NULL>,<NULL>,<NULL>,<NULL>,Hiraea platyptera,Hiraea platyptera,species,<NULL>,2012-10-22 18:13:12
2064807,<NULL>,<NULL>,<NULL>,101895231,101561862,U4,489308,255702,<NULL>,<NULL>,<NULL>,Rhodotorula calyptogenae,Rhodotorula calyptogenae,species,<NULL>,2013-01-16 09:12:47
2065949,<NULL>,<NULL>,<NULL>,101002888,101112540,U4,4090,<NULL>,<NULL>,<NULL>,<NULL>,Physomitra,Physomitra,genus,<NULL>,2012-10-22 18:13:12
2066952,<NULL>,<NULL>,<NULL>,100634200,101014510,U4,3-23915,375991,<NULL>,<NULL>,<NULL>,Duthiea,Duthiea,genus,<NULL>,2012-12-03 14:38:00
2068574,<NULL>,<NULL>,<NULL>,100134455,100574355,U4,3-73290016,<NULL>,<NULL>,<NULL>,<NULL>,Cassia loretensis,Cassia loretensis,species,<NULL>,2012-10-22 18:13:12
2069848,<NULL>,<NULL>,<NULL>,101592065,101181883,U4,14-5301,<NULL>,<NULL>,<NULL>,<NULL>,Fernaldanna,Fernaldanna,genus,<NULL>,2012-10-22 18:13:12
2070134,<NULL>,<NULL>,<NULL>,100060625,101995651,U4,370262,<NULL>,<NULL>,<NULL>,<NULL>,Trichosporon lignicola,Trichosporon lignicola,species,<NULL>,2012-10-22 18:13:12
2070660,<NULL>,<NULL>,<NULL>,101593276,101272938,U4,5-17961,13757,<NULL>,<NULL>,<NULL>,Viola,Viola (genus; in family Hesperiidae),genus,<NULL>,2012-12-07 12:23:06
2071460,<NULL>,<NULL>,<NULL>,100556947,101014510,U4,3-24434,338502,<NULL>,<NULL>,<NULL>,Monocladus,Monocladus,genus,<NULL>,2012-12-03 14:37:59
2071461,<NULL>,<NULL>,<NULL>,100556946,101014510,U4,3-24433,<NULL>,<NULL>,<NULL>,<NULL>,Monium,Monium,genus,<NULL>,2012-10-22 18:13:12
2073780,<NULL>,<NULL>,<NULL>,100603631,101467519,NCBI,510711,<NULL>,<NULL>,<NULL>,<NULL>,Crataegus almaatensis,Crataegus almaatensis,species,<NULL>,2012-10-22 18:13:12
2073977,<NULL>,<NULL>,<NULL>,101000218,101014510,U4,3-23744,260210,<NULL>,<NULL>,<NULL>,Colpodium,Colpodium,genus,<NULL>,2012-12-03 14:38:01
2074908,<NULL>,<NULL>,<NULL>,101754365,101630984,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Zingeria trichopoda,Zingeria trichopoda,species,<NULL>,2012-10-22 18:13:12
2076426,<NULL>,<NULL>,<NULL>,101849328,101014510,U4,3-24480,<NULL>,<NULL>,<NULL>,<NULL>,Nephelochloa,Nephelochloa,genus,<NULL>,2012-10-22 18:13:12
2079187,<NULL>,<NULL>,<NULL>,100270976,101014510,U4,3-24039,<NULL>,<NULL>,<NULL>,<NULL>,Fasciculochloa,Fasciculochloa,genus,<NULL>,2012-10-22 18:13:12
2079190,<NULL>,<NULL>,<NULL>,101985332,100244646,U4,3-13184,<NULL>,<NULL>,<NULL>,<NULL>,Papilionoideae subfamily,Papilionoideae subfamily,subfamily,<NULL>,2012-10-22 18:13:12
2082330,<NULL>,<NULL>,<NULL>,101519969,101519967,U4,3-140637016,<NULL>,<NULL>,<NULL>,<NULL>,Carex digitalis macropoda,Carex digitalis macropoda,subspecies,<NULL>,2012-10-22 18:13:12
2082451,<NULL>,<NULL>,<NULL>,100219162,100920198,U4,3-75107016,206641,<NULL>,<NULL>,<NULL>,Glehnia leiocarpa,Glehnia leiocarpa,species,<NULL>,2013-01-29 12:56:26
2086845,<NULL>,<NULL>,<NULL>,101617404,101322799,U4,24091,<NULL>,<NULL>,<NULL>,<NULL>,Cladosporidium,Cladosporidium,genus,<NULL>,2012-10-22 18:13:12
2090474,<NULL>,<NULL>,<NULL>,101077975,100525981,NCBI,124258,<NULL>,<NULL>,<NULL>,<NULL>,Psilunio littoralis,Psilunio littoralis,species,<NULL>,2012-10-22 18:13:12
2091882,<NULL>,<NULL>,<NULL>,101843116,101160520,U4,3-114687016,<NULL>,<NULL>,<NULL>,<NULL>,Hybanthus communis,Hybanthus communis,species,<NULL>,2012-10-22 18:13:12
2091959,<NULL>,<NULL>,<NULL>,102052430,102052432,U4,3-141924016,<NULL>,<NULL>,<NULL>,<NULL>,Cleome spinosa spinosa,Cleome spinosa spinosa,subspecies,<NULL>,2012-10-22 18:13:12
2093667,<NULL>,<NULL>,<NULL>,101656722,101014510,U4,3-24714,<NULL>,<NULL>,<NULL>,<NULL>,Pseudanthistiria,Pseudanthistiria,genus,<NULL>,2012-10-22 18:13:12
2093681,<NULL>,<NULL>,<NULL>,101656726,101014510,U4,3-24721,<NULL>,<NULL>,<NULL>,<NULL>,Pseudocoix,Pseudocoix,genus,<NULL>,2012-10-22 18:13:12
2095587,<NULL>,<NULL>,<NULL>,100644040,101525269,U4,3-18758,<NULL>,<NULL>,<NULL>,<NULL>,Rhynchocalycaceae,Rhynchocalycaceae,family,<NULL>,2012-10-22 18:13:12
2099529,<NULL>,<NULL>,<NULL>,101618402,101618400,U4,43-334,3769,<NULL>,<NULL>,<NULL>,Byblis,Byblis (genus; in family Ampeliscidae),genus,<NULL>,2012-12-07 12:23:04
2101556,<NULL>,<NULL>,<NULL>,101875349,100459258,NCBI,321345,<NULL>,<NULL>,<NULL>,<NULL>,Centaurium bianoris,Centaurium bianoris,species,<NULL>,2012-10-22 18:13:12
2101870,<NULL>,<NULL>,<NULL>,100641470,101014510,U4,3-24153,<NULL>,<NULL>,<NULL>,<NULL>,Holcolemma,Holcolemma,genus,<NULL>,2012-10-22 18:13:12
2105670,<NULL>,<NULL>,<NULL>,101450173,101208745,NCBI,395971,<NULL>,<NULL>,<NULL>,<NULL>,Scaleoleda caloundra,Scaleoleda caloundra,species,<NULL>,2012-10-22 18:13:12
2107615,<NULL>,<NULL>,<NULL>,101995552,101848129,U4,3-66256016,<NULL>,<NULL>,<NULL>,<NULL>,Polypodium remotum,Polypodium remotum,species,<NULL>,2012-10-22 18:13:12
2109653,<NULL>,<NULL>,<NULL>,101613362,101737587,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Gerbera perrieri,Gerbera perrieri,species,<NULL>,2012-10-22 18:13:12
2111395,<NULL>,<NULL>,<NULL>,100821873,101583021,U4,10204,<NULL>,<NULL>,<NULL>,<NULL>,Thanatophytum,Thanatophytum,genus,<NULL>,2012-10-22 18:13:12
2111467,<NULL>,<NULL>,<NULL>,100729071,101633731,U4,4-32227,89526,<NULL>,<NULL>,<NULL>,Tribolium,Tribolium (genus; in tribe Ulomini),genus,<NULL>,2012-12-03 14:37:59
2113915,<NULL>,<NULL>,<NULL>,101795360,100204041,U4,3-40408016,<NULL>,<NULL>,<NULL>,<NULL>,Hyptis hassleri,Hyptis hassleri,species,<NULL>,2012-10-22 18:13:12
2114913,<NULL>,<NULL>,<NULL>,100424684,101014510,U4,3-23347,<NULL>,<NULL>,<NULL>,<NULL>,Agenium,Agenium,genus,<NULL>,2012-10-22 18:13:12
2115728,<NULL>,<NULL>,<NULL>,101988923,101988924,U4,331323,101096,<NULL>,<NULL>,<NULL>,Gilbertella persicaria,Gilbertella persicaria,species,<NULL>,2013-02-12 14:53:50
2115872,<NULL>,<NULL>,<NULL>,101236694,101014510,U4,3-23648,311548,<NULL>,<NULL>,<NULL>,Catabrosella,Catabrosella,genus,<NULL>,2012-12-03 14:38:01
2116611,<NULL>,<NULL>,<NULL>,101426251,100228483,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Chevreulia acuminata,Chevreulia acuminata,species,<NULL>,2012-10-22 18:13:12
2119773,<NULL>,<NULL>,<NULL>,101825326,101014510,U4,3-23871,15314,<NULL>,<NULL>,<NULL>,Diectomis,Diectomis,genus,<NULL>,2012-12-03 14:38:02
2119774,<NULL>,<NULL>,<NULL>,101825321,101014510,U4,3-23890,<NULL>,<NULL>,<NULL>,<NULL>,Dilophotriche,Dilophotriche,genus,<NULL>,2012-10-22 18:13:12
2121271,<NULL>,<NULL>,<NULL>,101323057,100638275,U4,8-6035,49479,<NULL>,<NULL>,<NULL>,Brocchinia,Brocchinia (genus; in subfamily Cancellariinae),genus,<NULL>,2012-11-30 10:04:38
2122359,<NULL>,<NULL>,<NULL>,100991278,101683870,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Jalcophila ecuadorensis,Jalcophila ecuadorensis,species,<NULL>,2012-10-22 18:13:12
2123806,<NULL>,<NULL>,<NULL>,100055475,101014510,U4,3-23211,<NULL>,<NULL>,<NULL>,<NULL>,Calammophila,Calammophila,genus,<NULL>,2012-10-22 18:13:12
2125323,<NULL>,<NULL>,<NULL>,102052433,102052432,U4,3-141922016,<NULL>,<NULL>,<NULL>,<NULL>,Cleome spinosa longicarpa,Cleome spinosa longicarpa,subspecies,<NULL>,2012-10-22 18:13:12
2129955,<NULL>,<NULL>,<NULL>,102000793,101014510,U4,3-24965,<NULL>,<NULL>,<NULL>,<NULL>,Taeniorhachis,Taeniorhachis,genus,<NULL>,2012-10-22 18:13:12
2130061,<NULL>,<NULL>,<NULL>,102052110,100371554,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Metalasia tricolor,Metalasia tricolor,species,<NULL>,2012-10-22 18:13:12
2131412,<NULL>,<NULL>,<NULL>,101999623,100598898,U4,3-97242016,<NULL>,<NULL>,<NULL>,<NULL>,Diospyros sp,Diospyros sp,species,<NULL>,2012-10-22 18:13:12
2132204,<NULL>,<NULL>,<NULL>,101195693,100371554,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Metalasia calcicola,Metalasia calcicola,species,<NULL>,2012-10-22 18:13:12
2132337,<NULL>,<NULL>,<NULL>,102064112,101913836,COL,,317945,<NULL>,<NULL>,<NULL>,Novocrania anomala,Novocrania anomala,species,<NULL>,2013-03-08 08:47:24
2133003,<NULL>,<NULL>,<NULL>,101096097,101446734,U4,3-16547,<NULL>,<NULL>,<NULL>,<NULL>,Lepuropetalaceae,Lepuropetalaceae,family,<NULL>,2012-10-22 18:13:12
2137739,<NULL>,<NULL>,<NULL>,101347770,100125516,NCBI,230413,<NULL>,<NULL>,<NULL>,<NULL>,Pirsonia punctigera,Pirsonia punctigera,species,<NULL>,2012-10-22 18:13:12
2144425,<NULL>,<NULL>,<NULL>,100921768,101951842,U4,308990,<NULL>,<NULL>,<NULL>,<NULL>,Arthrobotrys anomala,Arthrobotrys anomala,species,<NULL>,2012-10-22 18:13:12
2144685,<NULL>,<NULL>,<NULL>,102003920,100447134,NCBI,493392,<NULL>,<NULL>,<NULL>,<NULL>,Colysis hemitoma,Colysis hemitoma,species,<NULL>,2012-10-22 18:13:12
2144995,<NULL>,<NULL>,<NULL>,101259893,101259892,U4,3-148588016,372756,<NULL>,<NULL>,<NULL>,Lecythis persistens aurantiaca,Lecythis persistens aurantiaca,subspecies,<NULL>,2012-12-31 13:56:26
2145002,<NULL>,<NULL>,<NULL>,100594311,100314017,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Brifacia metastellaris,Brifacia metastellaris,species,<NULL>,2012-10-22 18:13:12
2145433,<NULL>,<NULL>,<NULL>,101238073,100642896,U4,3-6054,<NULL>,<NULL>,<NULL>,<NULL>,Neubergia,Neubergia,genus,<NULL>,2012-10-22 18:13:12
2147831,<NULL>,<NULL>,<NULL>,100950097,100600119,COL,,391982,<NULL>,<NULL>,<NULL>,Echinopogon caespitosus,Echinopogon caespitosus,species,<NULL>,2012-12-07 12:33:29
2148880,<NULL>,<NULL>,<NULL>,100182844,100391675,COL,,196139,<NULL>,<NULL>,<NULL>,Schizocladia ischiensis,Schizocladia ischiensis,species,<NULL>,2012-11-16 11:38:35
2151786,<NULL>,<NULL>,<NULL>,100389962,101515381,U4,13-6270,<NULL>,<NULL>,<NULL>,<NULL>,Yvesia,Yvesia (genus; in family Microcerberidae),genus,<NULL>,2012-10-22 13:35:27
2153224,<NULL>,<NULL>,<NULL>,101638140,101214136,U4,3-24785016,100579,<NULL>,<NULL>,<NULL>,Ficus variegata,Ficus variegata,species,<NULL>,2012-12-08 15:21:30
2155349,<NULL>,<NULL>,<NULL>,100681561,101886568,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Fabricinuda limnicola,Fabricinuda limnicola,species,<NULL>,2012-10-22 18:13:12
2157362,<NULL>,<NULL>,<NULL>,100939897,101696893,COL,,<NULL>,<NULL>,<NULL>,<NULL>,Onoseris donnell-smithii,Onoseris donnell-smithii,species,<NULL>,2012-10-22 18:13:12
